Siparis_ID,Tarih,Musteri_ID,Kategori,Urun,Satis_Kanali,Odeme_Yontemi,Liste_Fiyati,Satis_Adedi,Indirim_Orani,Kargo_Ucreti,Teslimat_Suresi,Memnuniyet_Puani
ORD-378570,2023-10-29,CUST-1592,Ev Elektroniği,Kahve Makinesi,Mağaza,Kredi Kartı,11392.72,1,0.05,0.0,0,5
ORD-580333,2023-02-01,CUST-1298,Ev Elektroniği,Televizyon,Mobil Uygulama,Kapıda Ödeme,16473.49,1,0.0,29.9,3,4
ORD-750165,2023-09-24,CUST-1631,Aksesuar,Powerbank,Mobil Uygulama,Kapıda Ödeme,900.12,1,0.1,49.9,5,2
ORD-941290,2023-12-11,CUST-1134,Ev Elektroniği,Robot Süpürge,Mağaza,Havale/EFT,13979.63,1,0.2,0.0,0,5
ORD-339613,2023-02-10,CUST-1417,Bilgisayar,Laptop,Online,Kapıda Ödeme,20304.19,1,0.0,49.9,5,2
ORD-862493,2023-03-06,CUST-1344,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,2485.79,1,0.0,29.9,1,5
ORD-111717,2023-05-07,CUST-1862,Aksesuar,Mouse/Klavye,Mağaza,Kapıda Ödeme,1782.75,1,0.0,0.0,0,4
ORD-230733,2023-04-30,CUST-1144,Bilgisayar,Laptop,Online,Havale/EFT,23122.39,2,0.0,29.9,3,5
ORD-987090,2023-08-31,CUST-1145,Aksesuar,Kulaklık,Mobil Uygulama,Kredi Kartı,1691.95,1,0.0,49.9,1,3
ORD-385812,2023-06-21,CUST-1556,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Havale/EFT,10573.8,1,0.15,49.9,3,5
ORD-719135,2023-02-12,CUST-1811,Bilgisayar,Tablet,Mağaza,Havale/EFT,3479.8,1,0.15,0.0,0,5
ORD-429446,2023-08-30,CUST-1353,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Havale/EFT,16860.95,3,0.0,29.9,5,1
ORD-237096,2023-06-21,CUST-1655,Telefon,Akıllı Saat,Online,Havale/EFT,2971.12,1,0.0,49.9,2,4
ORD-163054,2023-03-15,CUST-1822,Bilgisayar,Monitör,Online,Havale/EFT,7704.43,1,0.0,49.9,5,3
ORD-954607,2023-02-20,CUST-1320,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,1065.27,1,0.15,49.9,4,5
ORD-163485,2023-05-24,CUST-1744,Aksesuar,Mouse/Klavye,Online,Havale/EFT,2326.92,2,0.2,29.9,1,5
ORD-254499,2023-10-07,CUST-1496,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,43878.38,3,0.0,49.9,3,5
ORD-984698,2023-08-16,CUST-1405,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,9607.58,1,0.0,29.9,1,3
ORD-946745,2023-07-26,CUST-1011,Ev Elektroniği,Televizyon,Mobil Uygulama,Kredi Kartı,15383.48,1,0.0,29.9,1,3
ORD-415726,2023-09-30,CUST-1171,Ev Elektroniği,Kahve Makinesi,Mağaza,Kapıda Ödeme,2397.45,1,0.1,0.0,0,5
ORD-742511,2023-02-02,CUST-1862,Bilgisayar,Tablet,Online,Kredi Kartı,13098.0,1,0.0,29.9,4,4
ORD-301430,2023-06-22,CUST-1266,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,4156.93,1,0.0,0.0,0,5
ORD-374157,2023-03-18,CUST-1126,Telefon,Akıllı Saat,Online,Havale/EFT,2850.15,1,0.05,49.9,3,5
ORD-249896,2023-10-22,CUST-1750,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,20432.35,1,0.0,29.9,1,3
ORD-708656,2023-07-17,CUST-1322,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,37813.86,1,0.0,29.9,2,4
ORD-517686,2023-01-21,CUST-1506,Ev Elektroniği,Robot Süpürge,Mağaza,Kredi Kartı,8701.3,2,0.0,0.0,0,5
ORD-586071,2023-10-29,CUST-1357,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,5040.79,1,0.0,49.9,4,5
ORD-871382,2023-09-22,CUST-1733,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,4918.84,1,0.0,49.9,4,3
ORD-493871,2023-07-01,CUST-1780,Aksesuar,Kulaklık,Mobil Uygulama,Havale/EFT,2957.6,2,0.0,29.9,3,5
ORD-363063,2023-06-12,CUST-1669,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,54546.84,1,0.1,29.9,2,5
ORD-554650,2023-07-02,CUST-1057,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,4997.63,2,0.15,49.9,3,5
ORD-849457,2023-11-25,CUST-1983,Telefon,Akıllı Saat,Online,Havale/EFT,4818.18,1,0.1,49.9,1,5
ORD-434215,2023-06-28,CUST-1936,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,3765.95,1,0.0,29.9,1,3
ORD-528375,2023-05-26,CUST-1081,Bilgisayar,Monitör,Online,Kredi Kartı,7540.71,3,0.0,49.9,2,4
ORD-309239,2023-06-01,CUST-1585,Aksesuar,Powerbank,Online,Kapıda Ödeme,235.89,1,0.0,49.9,4,5
ORD-110017,2023-06-17,CUST-1574,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,37189.51,1,0.05,49.9,1,5
ORD-445548,2023-07-17,CUST-1094,Telefon,Akıllı Saat,Mağaza,Havale/EFT,8562.49,1,0.0,0.0,0,4
ORD-700620,2023-09-10,CUST-1918,Aksesuar,Kulaklık,Mobil Uygulama,Havale/EFT,562.18,1,0.0,29.9,3,4
ORD-712670,2023-05-13,CUST-1251,Bilgisayar,Monitör,Mağaza,Havale/EFT,6607.76,1,0.2,0.0,0,5
ORD-900864,2023-11-25,CUST-1073,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,13893.67,1,0.0,0.0,0,5
ORD-494815,2023-06-10,CUST-1180,Ev Elektroniği,Kahve Makinesi,Mağaza,Kapıda Ödeme,6061.74,1,0.2,0.0,0,5
ORD-785881,2023-02-15,CUST-1936,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,7602.26,1,0.0,0.0,0,4
ORD-439838,2023-02-16,CUST-1969,Aksesuar,Powerbank,Online,Havale/EFT,1304.63,2,0.1,29.9,5,1
ORD-841082,2023-01-02,CUST-1161,Bilgisayar,Laptop,Mağaza,Havale/EFT,43253.54,2,0.0,0.0,0,3
ORD-522923,2023-01-30,CUST-1538,Aksesuar,Mouse/Klavye,Mağaza,Kapıda Ödeme,2429.61,1,0.0,0.0,0,5
ORD-668768,2023-04-25,CUST-1236,Ev Elektroniği,Robot Süpürge,Online,Kredi Kartı,10432.26,1,0.0,49.9,1,3
ORD-580442,2023-10-21,CUST-1390,Bilgisayar,Laptop,Mağaza,Havale/EFT,16277.43,1,0.2,0.0,0,5
ORD-370712,2023-03-29,CUST-1669,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,58429.67,2,0.1,49.9,5,2
ORD-762595,2023-02-09,CUST-1490,Aksesuar,Powerbank,Online,Havale/EFT,259.44,1,0.15,29.9,1,5
ORD-981951,2023-02-12,CUST-1399,Aksesuar,Mouse/Klavye,Online,Kapıda Ödeme,1504.44,1,0.05,29.9,5,3
ORD-491511,2023-07-21,CUST-1612,Bilgisayar,Tablet,Mağaza,Kapıda Ödeme,13578.29,1,0.0,0.0,0,5
ORD-814348,2023-03-17,CUST-1623,Ev Elektroniği,Televizyon,Online,Havale/EFT,23274.41,1,0.0,49.9,1,3
ORD-309178,2023-07-15,CUST-1807,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,792.62,1,0.0,0.0,0,3
ORD-240375,2023-06-03,CUST-1873,Telefon,Akıllı Saat,Online,Havale/EFT,7884.83,1,0.0,49.9,5,1
ORD-340030,2023-11-26,CUST-1683,Bilgisayar,Laptop,Mağaza,Kapıda Ödeme,27953.94,1,0.1,0.0,0,5
ORD-812136,2023-04-16,CUST-1150,Telefon,Akıllı Saat,Online,Kredi Kartı,7345.2,2,0.0,49.9,5,2
ORD-239003,2023-03-30,CUST-1391,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,43579.17,1,0.0,0.0,0,3
ORD-529581,2023-10-02,CUST-1322,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,44345.4,1,0.0,29.9,5,2
ORD-697848,2023-04-27,CUST-1314,Ev Elektroniği,Kahve Makinesi,Online,Kredi Kartı,13680.01,2,0.05,29.9,5,2
ORD-368478,2023-08-12,CUST-1111,Ev Elektroniği,Televizyon,Mağaza,Kredi Kartı,42101.49,2,0.05,0.0,0,5
ORD-870683,2023-04-02,CUST-1711,Aksesuar,Powerbank,Mobil Uygulama,Havale/EFT,312.33,1,0.1,29.9,4,5
ORD-737965,2023-03-15,CUST-1437,Ev Elektroniği,Televizyon,Mağaza,Havale/EFT,25979.9,1,0.15,0.0,0,5
ORD-318662,2023-05-15,CUST-1770,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,5167.95,3,0.05,0.0,0,5
ORD-687870,2023-12-12,CUST-1792,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,2167.9,1,0.05,49.9,2,5
ORD-973407,2023-09-07,CUST-1389,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,3986.36,2,0.1,0.0,0,5
ORD-665190,2023-09-18,CUST-1335,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,2181.29,1,0.1,0.0,0,5
ORD-583813,2023-03-01,CUST-1619,Bilgisayar,Monitör,Mağaza,Havale/EFT,5157.23,1,0.15,0.0,0,5
ORD-256739,2023-07-05,CUST-1631,Telefon,Akıllı Saat,Online,Kredi Kartı,7350.4,2,0.0,29.9,5,1
ORD-920352,2023-12-07,CUST-1163,Bilgisayar,Tablet,Mağaza,Kredi Kartı,10831.62,1,0.15,0.0,0,5
ORD-101698,2023-11-07,CUST-1073,Aksesuar,Powerbank,Mobil Uygulama,Havale/EFT,340.42,1,0.0,49.9,4,3
ORD-649594,2023-10-28,CUST-1356,Aksesuar,Mouse/Klavye,Mağaza,Kapıda Ödeme,1301.09,1,0.0,0.0,0,3
ORD-992234,2023-01-18,CUST-1208,Telefon,Akıllı Telefon,Mobil Uygulama,Havale/EFT,55302.33,1,0.05,49.9,3,5
ORD-239256,2023-05-30,CUST-1886,Bilgisayar,Tablet,Mobil Uygulama,Havale/EFT,9321.98,1,0.15,49.9,2,5
ORD-246927,2023-08-13,CUST-1993,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,2278.19,1,0.05,49.9,3,5
ORD-571343,2023-03-23,CUST-1298,Telefon,Akıllı Saat,Mağaza,Kapıda Ödeme,6546.17,1,0.1,0.0,0,5
ORD-589907,2023-09-04,CUST-1282,Bilgisayar,Monitör,Mobil Uygulama,Kredi Kartı,5579.3,1,0.0,29.9,4,3
ORD-391617,2023-08-24,CUST-1655,Bilgisayar,Monitör,Mağaza,Kredi Kartı,6774.27,1,0.1,0.0,0,5
ORD-148649,2023-02-09,CUST-1015,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,53163.34,1,0.2,29.9,4,5
ORD-641778,2023-10-15,CUST-1440,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,6769.56,1,0.15,0.0,0,5
ORD-499772,2023-12-12,CUST-1229,Ev Elektroniği,Robot Süpürge,Mağaza,Havale/EFT,19080.04,1,0.2,0.0,0,5
ORD-569137,2023-06-08,CUST-1924,Bilgisayar,Tablet,Mağaza,Havale/EFT,13798.16,1,0.15,0.0,0,5
ORD-861553,2023-02-11,CUST-1629,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Havale/EFT,13060.38,1,0.1,49.9,1,5
ORD-528211,2023-06-09,CUST-1401,Bilgisayar,Monitör,Mobil Uygulama,Kredi Kartı,5146.97,1,0.0,29.9,5,1
ORD-120921,2023-06-09,CUST-1632,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,22944.35,2,0.05,0.0,0,5
ORD-975191,2023-12-20,CUST-1729,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kredi Kartı,11908.07,1,0.0,29.9,2,4
ORD-245328,2023-09-16,CUST-1002,Aksesuar,Powerbank,Online,Kredi Kartı,1083.69,1,0.0,29.9,5,3
ORD-463923,2023-03-12,CUST-1063,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,4752.0,1,0.15,49.9,2,5
ORD-872442,2023-06-25,CUST-1449,Aksesuar,Kulaklık,Online,Havale/EFT,1566.43,2,0.2,49.9,4,5
ORD-892279,2023-01-23,CUST-1759,Aksesuar,Kulaklık,Online,Havale/EFT,2684.85,2,0.0,49.9,5,1
ORD-500112,2023-06-02,CUST-1372,Ev Elektroniği,Robot Süpürge,Mağaza,Kredi Kartı,19720.99,1,0.0,0.0,0,5
ORD-651287,2023-02-02,CUST-1984,Ev Elektroniği,Robot Süpürge,Online,Kapıda Ödeme,19836.86,1,0.0,49.9,1,3
ORD-425071,2023-12-16,CUST-1682,Telefon,Akıllı Saat,Online,Kredi Kartı,7219.22,1,0.0,29.9,4,3
ORD-542500,2023-10-31,CUST-1049,Telefon,Akıllı Telefon,Online,Havale/EFT,31082.03,1,0.05,29.9,1,5
ORD-507981,2023-07-03,CUST-1620,Bilgisayar,Tablet,Mobil Uygulama,Kredi Kartı,5132.16,1,0.2,49.9,4,5
ORD-223413,2023-12-30,CUST-1943,Ev Elektroniği,Televizyon,Online,Havale/EFT,27238.01,1,0.0,49.9,1,4
ORD-492849,2023-11-25,CUST-1324,Aksesuar,Kulaklık,Online,Kredi Kartı,2148.49,1,0.0,49.9,5,2
ORD-716341,2023-08-23,CUST-1571,Telefon,Akıllı Saat,Online,Kapıda Ödeme,3572.79,1,0.0,49.9,2,4
ORD-648506,2023-09-20,CUST-1541,Aksesuar,Kulaklık,Mobil Uygulama,Havale/EFT,4635.49,3,0.0,29.9,3,5
ORD-349013,2023-01-06,CUST-1920,Telefon,Akıllı Saat,Mağaza,Havale/EFT,7039.6,1,0.0,0.0,0,4
ORD-104566,2023-01-24,CUST-1301,Aksesuar,Powerbank,Online,Kredi Kartı,910.94,1,0.15,49.9,5,3
ORD-767803,2023-05-16,CUST-1697,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,2846.6,2,0.1,0.0,0,5
ORD-720182,2023-09-03,CUST-1686,Bilgisayar,Laptop,Online,Havale/EFT,29912.17,1,0.0,49.9,3,5
ORD-919969,2023-10-05,CUST-1787,Ev Elektroniği,Robot Süpürge,Mağaza,Kredi Kartı,13194.5,3,0.0,0.0,0,4
ORD-855921,2023-01-23,CUST-1476,Aksesuar,Powerbank,Mobil Uygulama,Kredi Kartı,637.89,1,0.15,49.9,4,5
ORD-181267,2023-04-01,CUST-1673,Ev Elektroniği,Kahve Makinesi,Mağaza,Kredi Kartı,4232.7,1,0.1,0.0,0,5
ORD-629418,2023-08-19,CUST-1012,Bilgisayar,Tablet,Mobil Uygulama,Havale/EFT,13895.79,1,0.05,29.9,5,2
ORD-644360,2023-03-02,CUST-1044,Bilgisayar,Tablet,Mobil Uygulama,Kapıda Ödeme,9305.13,1,0.05,29.9,1,5
ORD-306347,2023-07-13,CUST-1317,Bilgisayar,Tablet,Mobil Uygulama,Kredi Kartı,9490.49,3,0.0,49.9,5,2
ORD-325507,2023-09-01,CUST-1662,Telefon,Akıllı Telefon,Mobil Uygulama,Havale/EFT,54930.66,1,0.05,49.9,2,5
ORD-684010,2023-08-19,CUST-1254,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Havale/EFT,14094.87,1,0.0,29.9,2,5
ORD-623782,2023-03-15,CUST-1509,Bilgisayar,Tablet,Mobil Uygulama,Kredi Kartı,7707.46,2,0.0,49.9,2,5
ORD-633368,2023-02-20,CUST-1402,Bilgisayar,Tablet,Mobil Uygulama,Havale/EFT,7973.91,1,0.05,29.9,2,5
ORD-697090,2023-10-26,CUST-1020,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kredi Kartı,937.02,1,0.0,29.9,1,3
ORD-194448,2023-12-28,CUST-1232,Ev Elektroniği,Kahve Makinesi,Online,Kredi Kartı,6551.34,1,0.15,49.9,2,5
ORD-993970,2023-10-09,CUST-1594,Telefon,Akıllı Saat,Mağaza,Kapıda Ödeme,7342.14,1,0.15,0.0,0,5
ORD-982025,2023-06-23,CUST-1143,Aksesuar,Powerbank,Mağaza,Havale/EFT,854.38,1,0.15,0.0,0,5
ORD-629942,2023-01-09,CUST-1486,Ev Elektroniği,Kahve Makinesi,Online,Havale/EFT,11235.41,2,0.1,29.9,3,5
ORD-206300,2023-04-10,CUST-1905,Aksesuar,Mouse/Klavye,Mağaza,Kapıda Ödeme,356.55,1,0.1,0.0,0,5
ORD-612767,2023-03-05,CUST-1281,Ev Elektroniği,Kahve Makinesi,Online,Havale/EFT,4074.72,1,0.05,49.9,2,5
ORD-422222,2023-03-01,CUST-1406,Ev Elektroniği,Kahve Makinesi,Mağaza,Havale/EFT,6616.25,1,0.0,0.0,0,4
ORD-638267,2023-10-11,CUST-1582,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,2092.3,1,0.0,49.9,4,5
ORD-502245,2023-07-11,CUST-1138,Ev Elektroniği,Robot Süpürge,Online,Havale/EFT,19858.48,1,0.0,29.9,3,5
ORD-316692,2023-03-26,CUST-1181,Bilgisayar,Monitör,Online,Kapıda Ödeme,5180.25,1,0.1,49.9,5,3
ORD-856975,2023-04-18,CUST-1045,Ev Elektroniği,Robot Süpürge,Mağaza,Havale/EFT,11975.08,1,0.1,0.0,0,5
ORD-202985,2023-09-16,CUST-1478,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,4384.27,1,0.0,49.9,1,5
ORD-509628,2023-11-03,CUST-1378,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,12432.04,2,0.0,0.0,0,4
ORD-839476,2023-07-26,CUST-1595,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,22103.72,1,0.0,29.9,3,5
ORD-430004,2023-01-11,CUST-1177,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,10137.74,2,0.05,49.9,4,5
ORD-690036,2023-02-11,CUST-1605,Telefon,Akıllı Telefon,Mobil Uygulama,Kapıda Ödeme,36846.41,1,0.0,49.9,3,4
ORD-460819,2023-08-08,CUST-1828,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,7827.15,1,0.0,0.0,0,3
ORD-948599,2023-11-03,CUST-1592,Aksesuar,Kulaklık,Mobil Uygulama,Kredi Kartı,961.11,1,0.15,49.9,2,5
ORD-966078,2023-06-24,CUST-1863,Aksesuar,Mouse/Klavye,Mobil Uygulama,Havale/EFT,1595.81,2,0.15,49.9,1,5
ORD-322710,2023-11-27,CUST-1748,Ev Elektroniği,Kahve Makinesi,Mağaza,Havale/EFT,12158.88,1,0.0,0.0,0,4
ORD-197431,2023-12-23,CUST-1887,Aksesuar,Powerbank,Mobil Uygulama,Kredi Kartı,833.75,2,0.2,29.9,4,5
ORD-550599,2023-08-03,CUST-1328,Bilgisayar,Tablet,Mağaza,Kapıda Ödeme,7850.92,1,0.05,0.0,0,5
ORD-625262,2023-03-17,CUST-1337,Telefon,Akıllı Telefon,Mağaza,Kredi Kartı,16148.32,1,0.1,0.0,0,5
ORD-345445,2023-04-17,CUST-1713,Bilgisayar,Monitör,Online,Kapıda Ödeme,3625.49,1,0.0,29.9,1,5
ORD-366585,2023-11-28,CUST-1257,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,5284.81,1,0.0,49.9,1,4
ORD-302822,2023-09-14,CUST-1042,Aksesuar,Powerbank,Mağaza,Kredi Kartı,223.52,1,0.05,0.0,0,5
ORD-235411,2023-02-16,CUST-1684,Bilgisayar,Tablet,Online,Kredi Kartı,8161.69,1,0.0,29.9,3,3
ORD-342002,2023-05-28,CUST-1147,Bilgisayar,Monitör,Online,Kredi Kartı,3216.19,1,0.2,49.9,5,1
ORD-279899,2023-02-15,CUST-1471,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,3108.58,3,0.15,0.0,0,5
ORD-570750,2023-06-12,CUST-1069,Aksesuar,Mouse/Klavye,Online,Havale/EFT,1936.71,1,0.0,49.9,1,3
ORD-622143,2023-04-30,CUST-1955,Telefon,Akıllı Telefon,Online,Havale/EFT,31821.79,1,0.0,29.9,2,3
ORD-636619,2023-09-03,CUST-1450,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,4367.0,1,0.0,29.9,3,3
ORD-290354,2023-11-15,CUST-1308,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kapıda Ödeme,8077.51,1,0.0,29.9,1,4
ORD-769024,2023-03-21,CUST-1717,Telefon,Akıllı Telefon,Mağaza,Kredi Kartı,17604.8,1,0.0,0.0,0,5
ORD-690939,2023-02-26,CUST-1060,Ev Elektroniği,Televizyon,Mobil Uygulama,Kapıda Ödeme,20407.55,1,0.05,49.9,3,5
ORD-492293,2023-03-27,CUST-1370,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,43333.77,1,0.05,49.9,5,2
ORD-898344,2023-04-20,CUST-1284,Bilgisayar,Laptop,Online,Havale/EFT,31191.21,1,0.0,29.9,1,5
ORD-554789,2023-10-05,CUST-1641,Telefon,Akıllı Saat,Online,Kapıda Ödeme,7522.41,1,0.15,29.9,4,5
ORD-794758,2023-12-23,CUST-1403,Bilgisayar,Monitör,Online,Havale/EFT,3905.73,1,0.0,29.9,5,2
ORD-210255,2023-10-12,CUST-1412,Ev Elektroniği,Televizyon,Mobil Uygulama,Kapıda Ödeme,22250.77,1,0.0,29.9,2,3
ORD-178259,2023-11-08,CUST-1390,Aksesuar,Powerbank,Mobil Uygulama,Kredi Kartı,1349.99,1,0.15,29.9,2,5
ORD-885083,2023-05-03,CUST-1878,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kredi Kartı,5695.43,1,0.0,29.9,3,3
ORD-638958,2023-07-06,CUST-1918,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,31900.37,1,0.0,49.9,1,4
ORD-854143,2023-04-08,CUST-1057,Aksesuar,Mouse/Klavye,Mağaza,Kredi Kartı,324.33,1,0.0,0.0,0,3
ORD-686324,2023-04-13,CUST-1334,Aksesuar,Powerbank,Online,Kapıda Ödeme,355.63,2,0.0,49.9,2,5
ORD-633064,2023-04-06,CUST-1987,Bilgisayar,Tablet,Mağaza,Kapıda Ödeme,6953.86,1,0.1,0.0,0,5
ORD-893276,2023-09-07,CUST-1458,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Havale/EFT,19856.02,1,0.1,29.9,5,2
ORD-275674,2023-07-02,CUST-1523,Bilgisayar,Tablet,Online,Kredi Kartı,12146.48,1,0.0,29.9,1,4
ORD-215503,2023-01-24,CUST-1241,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,9053.34,1,0.0,29.9,4,3
ORD-485666,2023-07-22,CUST-1879,Ev Elektroniği,Televizyon,Mağaza,Kredi Kartı,32300.22,1,0.0,0.0,0,4
ORD-211561,2023-07-29,CUST-1151,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kredi Kartı,15524.06,1,0.05,49.9,5,2
ORD-681971,2023-05-10,CUST-1561,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,1685.51,1,0.0,29.9,5,3
ORD-747685,2023-11-13,CUST-1380,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,2741.83,2,0.05,0.0,0,5
ORD-703164,2023-05-31,CUST-1378,Ev Elektroniği,Televizyon,Mobil Uygulama,Kredi Kartı,23056.25,2,0.05,49.9,3,5
ORD-244881,2023-05-23,CUST-1513,Ev Elektroniği,Televizyon,Online,Havale/EFT,28687.59,3,0.1,29.9,4,5
ORD-341172,2023-10-26,CUST-1973,Bilgisayar,Laptop,Online,Kapıda Ödeme,30395.48,1,0.0,49.9,4,4
ORD-992248,2023-04-14,CUST-1443,Bilgisayar,Laptop,Online,Kapıda Ödeme,38136.51,1,0.0,49.9,1,3
ORD-153337,2023-03-25,CUST-1493,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,24950.86,1,0.1,29.9,4,5
ORD-908627,2023-09-24,CUST-1219,Bilgisayar,Monitör,Mobil Uygulama,Kredi Kartı,6913.3,2,0.1,49.9,4,5
ORD-583454,2023-04-14,CUST-1105,Aksesuar,Kulaklık,Online,Kapıda Ödeme,2288.2,1,0.0,29.9,1,5
ORD-683116,2023-07-09,CUST-1945,Bilgisayar,Laptop,Mağaza,Havale/EFT,32860.65,1,0.0,0.0,0,5
ORD-481665,2023-03-06,CUST-1142,Aksesuar,Powerbank,Mobil Uygulama,Havale/EFT,1068.17,1,0.05,49.9,3,5
ORD-118235,2023-07-27,CUST-1230,Bilgisayar,Monitör,Online,Kapıda Ödeme,7825.68,1,0.2,29.9,1,5
ORD-703109,2023-09-20,CUST-1885,Telefon,Akıllı Telefon,Mağaza,Kredi Kartı,54206.06,1,0.2,0.0,0,5
ORD-152343,2023-11-17,CUST-1994,Telefon,Akıllı Saat,Mobil Uygulama,Havale/EFT,3997.08,1,0.0,49.9,2,3
ORD-386563,2023-11-15,CUST-1050,Ev Elektroniği,Televizyon,Mağaza,Kapıda Ödeme,16051.61,1,0.0,0.0,0,4
ORD-490218,2023-05-15,CUST-1864,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,1829.2,1,0.0,0.0,0,5
ORD-234152,2023-07-25,CUST-1345,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,12395.31,1,0.1,49.9,4,5
ORD-922975,2023-02-10,CUST-1708,Aksesuar,Kulaklık,Online,Havale/EFT,4399.62,1,0.0,49.9,2,5
ORD-201081,2023-05-24,CUST-1713,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,4994.69,2,0.0,29.9,2,5
ORD-761657,2023-03-03,CUST-1096,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,2324.51,1,0.1,49.9,3,5
ORD-409657,2023-10-25,CUST-1020,Bilgisayar,Laptop,Mağaza,Kredi Kartı,38235.55,1,0.0,0.0,0,4
ORD-432927,2023-09-30,CUST-1023,Bilgisayar,Laptop,Mağaza,Havale/EFT,22702.17,1,0.15,0.0,0,5
ORD-216651,2023-03-24,CUST-1777,Aksesuar,Powerbank,Online,Havale/EFT,791.78,1,0.15,29.9,4,5
ORD-582542,2023-08-03,CUST-1810,Ev Elektroniği,Televizyon,Mobil Uygulama,Kapıda Ödeme,31643.24,1,0.0,29.9,4,3
ORD-521637,2023-06-25,CUST-1373,Bilgisayar,Monitör,Mobil Uygulama,Kapıda Ödeme,6613.67,1,0.0,49.9,2,3
ORD-744656,2023-06-29,CUST-1051,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,51389.82,1,0.05,0.0,0,5
ORD-351590,2023-10-07,CUST-1297,Aksesuar,Powerbank,Mağaza,Kapıda Ödeme,679.56,1,0.15,0.0,0,5
ORD-410935,2023-11-28,CUST-1456,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,9717.09,1,0.0,29.9,1,5
ORD-799653,2023-01-16,CUST-1934,Bilgisayar,Monitör,Mağaza,Havale/EFT,5518.31,1,0.0,0.0,0,4
ORD-676652,2023-12-04,CUST-1233,Telefon,Akıllı Telefon,Online,Havale/EFT,26903.18,1,0.1,49.9,3,5
ORD-895713,2023-09-01,CUST-1236,Ev Elektroniği,Televizyon,Online,Havale/EFT,44974.36,1,0.1,29.9,2,5
ORD-141227,2023-04-11,CUST-1188,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,54901.58,1,0.0,0.0,0,4
